Seeds for the ENGLISH Leaf Green version farmed by po and 10Ben.,,,,,,,,,,,,,,
#,Intro Time ms (GBA),Intro Time ms (NDS),MONO/LR,MONO/L=A,MONO/HELP,STEREO/LR,STEREO/L=A,STEREO/HELP,"MONO/LR, Start","MONO/L=A, Start","MONO/HELP, Start","STEREO/LR, Start","STEREO/L=A, Start","STEREO/HELP, Start"
249,37855,38856,8F5E,8F5C,8F5D,8F5E,8F55,8F60,8F5D,8F4D,8F58,8F56,8F4D,8F58
250,37872,38873,D93A,D929,D932,D953,D940,D94B,D92A,D929,D922,D94B,D942,D944
251,37888,38889,2C9E,2C97,2C96,2CD0,2CC7,2CD1,2C90,2C87,2C88,2CD2,2CBF,2CC9
252,37905,38906,4933,492C,492B,4960,4960,4958,4922,4924,4923,4961,4959,4959
253,37922,38923,899E,8995,89A1,8A14,8A0B,8A03,899F,898D,8997,8A0C,8A03,89FB
254,37938,38940,CFB6,CFA5,CFA6,CFCB,CFC2,CFCC,CFAE,CF9B,CFA7,CFC3,CFC3,CFC4
255,37955,38957,622B,6226,6223,6248,623A,6246,6227,621E,621B,623B,6232,623E
256,37972,38973,8D18,8D0F,8D13,8D36,8D2D,8D31,8D10,8D07,8D08,8D2E,8D25,8D1C
257,37989,38990,DB24,DB27,DB1C,DB49,DB40,DB3C,DB25,DB13,DB20,DB35,DB2C,DB2D
258,38005,39007,23DD,23DD,23D5,23FB,23F2,23FF,23DE,23D8,23CD,23FF,23EA,23F3
259,38022,39024,6CAC,6C9A,6CA4,6CA3,6C9A,6C9B,6CA4,6C9B,6C9C,6CA4,6C9B,6C9C
260,38039,39040,B6CB,B6B8,B6C3,B6E0,B6D7,B6D8,B6C3,B6B0,B6BE,B6E1,B6D9,B6DB
261,38056,39057,FFFB,FFEF,FFF3,000F,000E,0010,FFF0,FFE7,FFE0,0007,0006,0008
262,38072,39074,637C,6373,6374,637C,6373,6374,6374,636B,6376,6374,6375,6378
263,38089,39091,92D9,92D0,92C7,92F6,92ED,92E6,92D1,92C8,92C9,92EE,92DD,92E6
264,38106,39107,DABF,DABF,DAB7,DAC9,DAB6,DAC2,DAC1,DAAE,DAB8,DAB7,DAAE,DABA
265,38123,39124,240D,240E,240F,240D,2404,240F,2405,23FC,2407,2405,23FC,2407
266,38139,39141,6D2B,6D22,6D23,6D2B,6D2B,6D2C,6D2C,6D1A,6D1B,6D2C,6D1A,6D24
267,38156,39158,B6F7,B6F9,B6FA,B711,B708,B712,B6FA,B6F1,B6F2,B712,B709,B70A
268,38173,39174,3125,3113,3114,318F,3186,3187,311C,310B,310C,317F,317E,3177
269,38190,39191,4E9F,4E97,4E9F,4ED5,4ED4,4ECF,4E97,4E8D,4E99,4EDC,4EC6,4ECF
270,38206,39208,9811,9810,9817,9848,9849,9846,9807,97FE,9800,9848,9837,9844
271,38223,39225,DBF7,DBEE,DBF9,DC20,DC16,DC17,DBF9,DBF0,DBE7,DC18,DC05,DC12
272,38240,39241,2986,297D,2988,29A7,2996,2995,297E,297F,297B,29A1,298B,2998
273,38257,39258,72B1,72AF,72B2,72CF,72CD,72D0,72B2,72A7,72AA,72D0,72C7,72C9
274,38273,39275,BC67,BC69,BC6B,BC8B,BC74,BC82,BC60,BC60,BC5F,BC81,BC75,BC78
275,38290,39292,0551,0547,0549,056D,0567,055C,0547,053F,053F,0567,055F,0555
276,38307,39309,4DD1,4DC8,4DC9,4DD2,4DC8,4DBB,4DC0,4DC0,4DBC,4DC0,4DB7,4DB6
277,38324,39325,90AE,909B,909C,90C3,90BA,90C3,90A6,9093,90A1,90C3,90B2,90B3
278,38340,39342,CED0,CED1,CEC8,CEEF,CEE6,CEE7,CED2,CEC9,CECA,CEEF,CEE6,CEDF
279,38357,39359,1699,1686,1691,168F,1690,1691,1691,167E,167F,1691,1688,167F
280,38374,39376,60D5,60D6,60D6,60FC,60F3,60F4,60CD,60CD,60CF,60EA,60EB,60E2
281,38391,39392,A91C,A913,A90B,A913,A913,A90B,A914,A902,A90C,A90B,A902,A903
282,38407,39409,F25C,F247,F252,F250,F247,F252,F252,F249,F24A,F248,F249,F24A
283,38424,39426,3C65,3C5C,3C5D,3C7C,3C73,3C74,3C53,3C4A,3C4B,3C6C,3C63,3C64
284,38441,39443,84C4,84C4,84C4,84CD,84C3,84C4,84BC,84BB,84B4,84C4,84BB,84BD
285,38457,39459,CE06,CDFC,CDFD,CE05,CDFC,CDFD,CDFE,CDEA,CDF5,CDFD,CDEA,CDF5
286,38474,39476,136B,1366,1363,138A,1384,1382,135B,1352,1353,1378,136F,1370
287,38491,39493,6083,6072,6073,607B,6072,6073,607B,606A,606B,6073,606A,606B
288,38508,39510,A9BF,A9BE,A9B7,A9C8,A9BE,A9BF,A9B7,A9B6,A9AF,A9B7,A9B6,A9B7
289,38524,39526,F311,F308,F309,F311,F308,F309,F312,F309,F30C,F312,F309,F30C
290,38541,39543,1BD4,1BC1,1BCB,1BD4,1BC1,1BCB,1BC2,1BB9,1BC3,1BCB,1BB9,1BC3
291,38558,39560,4ACF,4ABD,4ABB,4ACF,4AC4,4ABB,4ABB,4ABD,4ABF,4ABB,4ABD,4ABF
292,38575,39577,93BF,93C1,93B8,93C9,93BE,93BC,93BF,93AC,93AF,93BF,93AC,93B8
293,38591,39594,DD30,DD1A,DD26,DD48,DD32,DD3B,DD1E,DD1C,DD16,DD32,DD36,DD2D
294,38608,39610,89A8,8993,8994,899C,899F,89A0,8994,898B,898C,89A0,8997,8998
295,38625,39627,BF36,BF30,BF26,BF2A,BF2C,BF26,BF2A,BF1C,BF26,BF2A,BF1C,BF26
296,38642,39644,0AB3,0AAB,0AB4,0AD2,0AC5,0ACA,0AA5,0AA5,0AAC,0ACB,0AC0,0ACA
297,38658,39661,5345,5333,5332,533A,533A,533C,533A,5332,532C,533B,5328,5332
298,38675,39677,9CE0,9CD3,9CE0,9CE8,9CDD,9CE0,9CD8,9CCE,9CD9,9CD8,9CCE,9CD9
299,38692,39694,E67A,E67A,E680,E69E,E691,E68A,E67C,E673,E66A,E694,E687,E684
300,38709,39711,2FD4,2FCC,2FCE,2FF1,2FE9,2FDF,2FC6,2FB9,2FC5,2FE9,2FE0,2FE0
301,38725,39728,6D0E,6CF8,6D02,6D0A,6CF8,6D02,6D02,6CF0,6CFA,6CF9,6CF0,6CFA
302,38742,39744,C1A7,C1A6,C1AA,C1B2,C1A6,C1AA,C1A8,C195,C195,C19D,C19C,C1A0
303,38759,39761,0365,035C,0361,035F,035C,0357,0357,034E,034F,0357,034E,034F
304,38776,39778,416A,416B,4162,416A,416B,4162,4162,4159,4164,416C,4159,4164
305,38792,39795,8A62,8A50,8A5A,8A64,8A50,8A5A,8A51,8A48,8A52,8A51,8A48,8A52
306,38809,39811,D437,D425,D42F,D44F,D43C,D447,D42F,D41D,D41E,D43D,D434,D435
307,38826,39828,502B,5025,5018,5057,5059,505B,5023,501A,501B,505A,5052,5054
308,38843,39845,787C,786E,7868,78AF,78A6,789D,7865,785E,785D,789D,7892,7895
309,38859,39862,C188,C17F,C18A,C1C9,C1B5,C1BF,C18A,C180,C182,C1B4,C1B6,C1B5
310,38876,39878,0A61,0A54,0A4C,0A53,0A57,0A4C,0A4E,0A4E,0A4C,0A4E,0A4D,0A46
311,38893,39895,53D6,53D8,53CE,5416,540F,540E,53D8,53C5,53C6,540E,53FA,53FD
312,38910,39912,9D63,9D5A,9D61,9D9A,9D99,9D92,9D64,9D5B,9D5C,9D9A,9D8E,9D89
313,38926,39929,E435,E42D,E433,E446,E42D,E43B,E42F,E42F,E42A,E42F,E42F,E42A
314,38943,39946,2CB1,2C9E,2CAB,2CA5,2CA8,2CAB,2C9E,2CA1,2CA1,2C9E,2C96,2CA1
315,38960,39962,75D9,75D0,75D9,75E0,75D0,75D9,75D9,75D0,75D2,75D9,75D0,75D2
316,38977,39979,A0AE,A09B,A09C,A0AE,A09B,A09C,A09C,A093,A09D,A09C,A093,A09D
317,38993,39996,EE89,EE80,EE89,EE89,EE80,EE89,EE89,EE80,EE83,EE89,EE80,EE83
318,39010,40013,3756,3743,374D,3755,3743,374D,374E,373B,3746,374E,373B,3746
319,39027,40029,807B,807C,807D,8085,807C,807D,807E,8074,806B,807E,8074,806B
320,39043,40046,01AD,01A4,01A5,01E2,01D9,01DA,01A5,019E,019E,01DA,01D4,01D4
321,39060,40063,3818,380F,380F,3843,3844,383B,3805,37FC,37FD,3845,3832,383D
322,39077,40080,8137,8130,8131,816E,8167,815C,8127,8126,812A,815C,8153,815E
323,39094,40096,CADE,CAD5,CADF,CB1E,CB14,CB16,CAD6,CACD,CAD7,CB15,CB0C,CB05
324,39110,40113,1380,1377,1376,139B,1392,1393,1376,136D,1365,1393,1383,138E
325,39127,40130,5C47,5C3E,5C3F,5C60,5C57,5C61,5C3F,5C36,5C41,5C58,5C59,5C59
326,39144,40147,A5FD,A5EA,A5EB,A610,A607,A613,A5F5,A5EC,A5ED,A608,A5FF,A60B
327,39161,40163,CFE6,CFDD,CFDF,CFFF,CFEC,CFF5,CFE1,CFD6,CFD7,CFED,CFEE,CFE5
328,39177,40180,1A65,1A66,1A68,1A9B,1A9B,1A9C,1A68,1A54,1A60,1A9C,1A93,1A94
329,39194,40197,45AA,45A1,45A5,45A1,45A1,4599,4599,4599,459A,4599,4590,4591
330,39211,40214,7447,743C,7441,745C,745D,745F,7441,7438,743D,7456,744E,7456
331,39228,40230,B8CB,B8CB,B8C3,B8EA,B8E1,B8E9,B8C3,B8BA,B8C4,B8E2,B8D9,B8E1
332,39244,40247,06B5,06A3,06AB,06D6,06CE,06CB,06A3,069D,069D,06C4,06B9,06C3
333,39261,40264,BEBE,BEB5,BEAA,BEF5,BEEA,BEED,BEAA,BEA1,BEAE,BEE2,BED9,BEE5
334,39278,40281,E89D,E895,E895,E8D6,E8CC,E8CE,E898,E884,E886,E8C5,E8C3,E8C6
335,39295,40298,31AD,319F,319C,31E6,31D4,31DF,319E,319F,3198,31D5,31D5,31D5
336,39311,40314,7A83,7A7A,7A7B,7A8E,7A7A,7A87,7A7B,7A71,7A7D,7A7B,7A7C,7A73
337,39328,40331,C3F8,C3EB,C3F4,C42F,C42B,C420,C3F3,C3EB,C3F1,C42C,C418,C426
338,39345,40348,0D91,0D88,0D90,0DCF,0DBF,0DC8,0D8A,0D81,0D82,0DC7,0DB7,0DB5
339,39362,40365,75FF,7601,7602,7640,7637,7638,75F7,75F9,75EF,7638,762F,7630
340,39378,40381,A01A,A007,A008,A051,A043,A048,A011,A000,A001,A04C,A037,A040
341,39395,40398,E92B,E92B,E921,E96E,E959,E963,E92C,E926,E91A,E95B,E951,E95D
342,39412,40415,3206,31FD,31F6,3206,31F4,31FF,31F6,31EE,31F9,31F6,31F8,31ED
343,39429,40432,7D56,7D41,7D45,7DC2,7DB0,7DAF,7D4E,7D42,7D3A,7DBB,7DA7,7DB3
344,39445,40448,C2A4,C29D,C294,C2A4,C293,C29E,C29F,C294,C299,C295,C294,C296
345,39462,40465,2E94,2E8B,2E8C,2ECC,2EC3,2ECB,2E8C,2E8B,2E84,2ECB,2EC2,2EBC
346,39479,40482,5075,506C,506D,50AE,5098,50A3,506E,5064,5065,50A3,5090,509B
347,39496,40499,9E5A,9E52,9E4F,9E83,9E87,9E79,9E45,9E3F,9E40,9E85,9E7F,9E75
348,39512,40515,E9DB,E9DB,E9CE,EA11,EA11,EA14,E9D0,E9D3,E9C8,EA11,EA08,EA0D
349,39529,40532,33E8,33D5,33E1,33DE,33D5,33E1,33D7,33CD,33D9,33D7,33CD,33CF
350,39546,40549,7BB6,7BB4,7BB8,7BE8,7BED,7BE5,7BAC,7BA1,7BAB,7BE1,7BE3,7BE6
351,39563,40566,C500,C4F3,C4FC,C532,C52A,C52A,C4FA,C4F4,C4F4,C534,C522,C521
352,39579,40583,1073,106B,1075,10B3,10AB,10AB,1072,1060,1064,109D,1099,109D
353,39596,40599,5570,556F,5567,557B,556F,5567,5568,555F,5567,5568,5566,5567
354,39613,40616,9636,9637,962E,9636,9637,9639,962E,962F,9626,962E,962F,9631
355,39629,40633,B7FF,B7F6,B7FB,B7FF,B7EE,B7FB,B7F7,B7EE,B7F3,B7EF,B7E6,B7E7
356,39646,40650,FF36,FF2D,FF36,FF36,FF2D,FF36,FF38,FF2F,FF26,FF38,FF2F,FF26
357,39663,40666,4819,4810,481D,4819,4810,4811,481A,4811,4809,4811,4811,4809
358,39680,40683,ED0C,ED00,ECFB,ED77,ED6C,ED66,ED04,ECFD,ECF3,ED6F,ED69,ED5E
359,39696,40700,1B23,1B11,1B12,1B58,1B48,1B49,1B12,1B09,1B13,1B49,1B47,1B40
360,39713,40717,64A2,6499,6492,64D9,64D0,64D1,6492,6489,6493,64D1,64BF,64C9
361,39730,40733,A666,A65B,A652,A677,A679,A678,A652,A653,A654,A66F,A673,A670
362,39747,40750,F7F2,F7F2,F7F3,F7FB,F7F2,F7EA,F7EA,F7E1,F7EB,F7EA,F7EA,F7EB
363,39763,40767,3FD0,3FD4,3FD1,4007,3FFE,3FFF,3FC8,3FC8,3FC0,3FFF,3FFE,3FF7
364,39780,40784,8905,8905,88FD,8943,893A,8931,8906,88F4,88FE,8931,8933,8929
365,39797,40800,D43F,D436,D437,D475,D46C,D478,D437,D438,D439,D46D,D470,D46D
366,39814,40817,1AAD,1A9D,1AA9,1ACC,1AC3,1AC6,1A9E,1A9F,1A9D,1ABB,1AB2,1ABC
367,39830,40834,4274,4275,426C,4274,4275,4276,4276,426D,426E,426C,4263,4264
368,39847,40851,6D7D,6D74,6D6B,6D7D,6D74,6D75,6D6B,6D6C,6D6D,6D75,6D6C,6D6D
369,39864,40867,B4CD,B4C6,B4BC,B4CD,B4C4,B4C5,B4BC,B4B3,B4B4,B4C5,B4B3,B4BD
370,39881,40884,FDA8,FD9F,FDA0,FDB1,FD9F,FDA9,FDA9,FDA3,FD98,FDA0,FDA3,FD98
371,39897,40901,9737,9723,972F,976E,975A,975B,9730,971B,9727,9766,9752,975E
372,39914,40918,BEA5,BE9D,BE9D,BED9,BEC8,BED6,BE9D,BE94,BE98,BED4,BEC0,BEC1
373,39931,40935,09DD,09D4,09CC,0A49,0A3F,0A37,09D5,09C2,09CD,0A41,0A2E,0A2F
374,39948,40951,509E,5095,5096,50BB,50BC,50B3,5096,DE2E,5097,50B3,50B4,50B5
375,39964,40968,998B,9982,998C,99AA,99A1,99A2,9983,2C76,9984,99A2,9999,9993
376,39981,40985,DE3F,DE36,DE2E,DE54,DE4B,DE58,DE2E,7532,DE2F,DE56,DE43,DE4C
377,39998,41002,2C7E,2C75,2C76,2CA0,2C94,2C8E,2C7E,BDD6,2C76,2C95,2C8F,2C90
378,40015,41018,7539,7530,7531,7561,7558,7550,7531,C9F2,7529,7559,7547,7551
379,40031,41035,BDDF,BDD6,BDDF,BDE7,BDE1,BDDF,BDDF,088D,BDD9,BDD7,BDD8,BDCF
380,40048,41052,CA03,C9F2,C9F1,CA21,CA18,CA0F,C9FB,4F49,C9F5,CA0F,CA06,CA12
381,40065,41069,08A6,089F,08A0,08C6,08B3,08B4,089E,99AA,088E,08B4,08B5,08B5
382,40082,41085,4F5D,4F51,4F49,4F51,4F51,4F52,4F52,0651,4F4A,4F55,4F49,4F4A
383,40098,41102,99BB,99BB,99BF,99D9,99D8,99DD,99BD,4B12,99B5,99D1,99D0,99D3
384,40115,41119,0662,0663,0666,066C,0663,065A,0664,943C,065C,065A,065B,0652
385,40132,41136,4B23,4B24,4B1B,4B23,4B24,4B25,4B1B,DE29,4B13,4B25,4B1C,4B13
386,40149,41152,944D,9444,944F,944D,9444,9445,9445,2719,9449,9445,943C,9449
387,40165,41169,DE32,DE31,DE32,DE52,DE4A,DE4A,DE2A,709E,DE2A,DE41,DE38,DE43
388,40182,41186,272A,2717,2722,272D,2717,2722,2718,B948,271A,2722,2719,271D
389,40199,41203,70B0,709D,709E,70CE,70C7,70C6,709E,FE31,7096,70C8,70B2,70BE
390,40215,41220,B959,B950,B95A,B959,B959,B951,B951,4BC8,B952,B95A,B951,B955
391,40232,41236,FE4C,FE39,FE44,FE4C,FE39,FE44,FE44,5A32,FE32,FE44,FE3B,FE32
392,40249,41253,4BE2,4BD9,4BDA,4BE2,4BD9,4BDA,4BD1,8539,4BC9,4BD1,4BC8,4BD2
393,40266,41270,5A3B,5A3A,5A33,5A3B,5A3A,5A33,5A33,CDC4,5A2B,5A33,5A32,5A33
394,40282,41287,8541,8541,8542,8541,8541,8542,8539,172D,853B,8542,8539,853B
395,40299,41303,CDE1,CDCC,CDCD,CDDE,CDCC,CDCD,CDD6,B9F9,CDC5,CDCD,CDC4,CDCE
396,40316,41320,1735,1736,172D,174D,174E,1745,1737,F2EA,1731,174E,1745,1749
397,40333,41337,BA01,BA01,B9F9,BA0A,B9F8,BA02,B9F9,3EB9,B9FA,B9F9,B9F0,B9F1
398,40349,41354,F2FB,F2F2,F2F3,F2FB,F2F2,F2F3,F2FD,876F,F2F5,F2FD,F2F4,F2F5
399,40366,41370,3EC0,3EC1,3EC2,3EDE,3EDF,3ED6,3EC2,CE82,3EBA,3EE0,3ED7,3ED8
400,40383,41387,8776,876D,8778,8780,876D,8778,8778,19EA,8766,876E,8765,8766
401,40400,41404,CE93,CE8A,CE80,CE93,CE82,CE83,CE83,6493,CE7B,CE83,CE7A,CE7B
402,40416,41421,1A04,19FB,19FC,1A04,19FB,19FC,19F3,AC66,19EB,19F3,19EA,19EB
403,40433,41437,64AE,64A5,64A6,64E4,64DB,64DC,64A7,F5B3,649F,64DD,64C9,64D5
404,40450,41454,AC6E,AC6E,AC72,AC78,AC6E,AC70,AC66,3097,AC67,AC72,AC5D,AC6A
405,40467,41471,F5C4,F5BB,F5BC,F5BB,F5B2,F5B3,F5B3,759D,F5B4,F5B3,F5AA,F5AB
406,40483,41488,30B2,30A9,30A0,30B2,30A9,30A0,30A0,BE71,3098,30AA,3097,3098
407,40500,41504,75AD,75A5,75A5,75AD,759B,75A5,75A5,082C,7594,75A5,759D,759D
408,40517,41521,BE77,BE79,BE7A,BE77,BE79,BE7A,BE78,9A6C,BE67,BE78,BE71,BE67
409,40534,41538,083D,0834,0835,0854,084B,084C,0835,D537,082D,084C,0850,0844
410,40550,41555,9A71,9A68,9A75,9AB5,9AAC,9AAD,9A75,1E78,9A61,9AA0,9A97,9AA6
411,40567,41572,D540,D537,D538,D564,D557,D558,D540,680E,D530,D550,D547,D550
412,40584,41588,1E80,1E80,1E78,1EA4,1E98,1E99,1E83,B02E,1E7D,1E99,1E91,1E91
413,40601,41605,681F,6820,6817,6837,682E,6838,6821,FA2B,680F,682F,682F,6830
414,40617,41622,B03F,B041,B042,B03F,B041,B041,B037,42BC,B039,B041,B02E,B03A
415,40634,41639,FA3D,FA3C,FA3D,FA5E,FA55,FA55,FA35,8DAF,FA35,FA4D,FA44,FA4D
416,40651,41655,42D0,42C4,42C5,42C3,42C4,42BB,42C5,D5DA,42B3,42C5,42BC,42B3
417,40668,41672,8DC9,8DC0,8DC1,8DFF,8DF6,8DED,8DC2,2901,8DB9,8DF8,8DEE,8DE5
418,40684,41689,D5F3,D5E2,D5EB,D5EB,D5E2,D5E3,D5EB,50D8,D5E3,D5E3,D5E2,D5E3
419,40701,41706,291B,2912,2914,291B,2909,2914,2913,926E,290B,2915,2901,290B
420,40718,41722,50DC,50DC,50DD,50E5,50D3,50E1,50E1,E2FE,50D5,50D4,50D4,50D9
421,40735,41739,927F,926C,9278,9275,9279,9278,926D,828C,9265,926D,926E,9265
422,40751,41756,E318,E30E,E307,E318,E306,E307,E30F,B578,E307,E30F,E307,E308
423,40768,41773,829D,8294,828A,82D3,82CA,82C1,8295,FEA9,828D,82CB,82C2,82C3
424,40785,41789,B589,B576,B581,B5B4,B5AB,B5B7,B582,485E,B56F,B5B7,B5A3,B5A4
425,40801,41806,FEBA,FEB1,FEAA,FEF4,FEE7,FEE8,FEAA,90D8,FEA2,FEDF,FED6,FED7
426,40818,41823,4872,4869,4860,48A6,4895,4896,486A,D9BA,4858,4896,4895,488E
427,40835,41840,90E9,90E8,90E9,9110,9107,90FF,90E1,22FB,90E1,9108,90FF,9100
428,40852,41856,D9CB,D9CA,D9CB,D9E3,D9E3,D9E4,D9C3,6CAA,D9BB,D9DB,D9DB,D9DC
429,40868,41873,2315,2303,2304,232B,2329,2323,2304,B58A,22FC,2323,2321,2322
430,40885,41890,6CC8,6CB2,6CBE,6CD5,6CCC,6CD5,6CB3,E2E0,6CB6,6CCD,6CCC,6CCE
431,40902,41907,B59B,B586,B592,B5AE,B5AE,B5AF,B587,0F0E,B58C,B5A6,B59D,B59E
432,40919,41924,E2F1,E2E8,E2E9,E2F1,E2E8,E2F2,E2E9,56B9,E2E1,E2F2,E2E0,E2E1
433,40935,41940,0F2A,0F16,0F21,0F47,0F34,0F3F,0F22,DF6D,0F0F,0F3F,0F2C,0F37
434,40952,41957,56C0,56C1,56B8,56CD,56C4,56C2,56C2,13CF,56BA,56C5,56B9,56BA
435,40969,41974,DF7E,DF75,DF76,DF9D,DF94,DF95,DF7F,6194,DF6E,DF9C,DF8C,DF8D
436,40986,41991,13E0,13D9,13D8,13E0,13D0,13D1,13D8,AAD3,13D2,13D8,13D1,13C9
437,41002,42007,61A5,6193,619D,619D,6193,619D,619E,F4A2,6199,619E,618D,619A
438,41019,42024,AAE4,AADB,AADC,AADB,AADB,AADC,AAD3,51A5,AACB,AAD3,AAD3,AACB
439,41036,42041,F4B4,F4B3,F4B3,F4CA,F4CD,F4D0,F4A7,86E2,F49F,F4C4,F4BA,F4BC
440,41053,42058,51B6,51AD,51AE,51F2,51E1,51ED,51B6,E069,51A1,51EA,51E1,51E2
441,41069,42074,86F1,86EB,86F4,8731,8725,8729,86F3,19FE,86EB,8727,8722,871F
442,41086,42091,E082,E079,E07A,E0BA,E0AC,E0AD,E072,6259,E072,E0AD,E0A4,E0A5
443,41103,42108,1A0E,1A0D,1A06,1A4C,1A3F,1A39,1A07,AB4B,19FF,1A3D,1A33,1A3A
444,41120,42125,6266,6258,625E,6287,627F,627F,6259,F460,6251,6274,6277,626C
445,41136,42141,AB5E,AB57,AB4D,AB6E,AB64,AB66,AB4E,3E2E,AB52,AB6E,AB5A,AB66
446,41153,42158,F46F,F45F,F45E,F487,F47F,F47F,F46A,9C0B,F45F,F47F,F480,F478
447,41170,42175,3E3F,3E37,3E2C,3E4F,3E45,3E47,3E36,D515,3E22,3E50,3E47,3E3F
448,41187,42192,9C13,9C0A,9C0B,9C31,9C28,9C35,9C0B,1D0A,9C0C,9C29,9C20,9C21
449,41203,42209,D521,D518,D51E,D547,D53E,D53F,D520,61C2,D511,D541,D536,D52C
450,41220,42225,1D23,1D1A,1D15,1D1B,1D14,1D1B,1D15,B0AD,1D0B,1D1B,1D0C,1D0D
451,41237,42242,61D3,61C9,61C8,61CA,61C9,61C8,61CD,F8D0,61C4,61CD,61C2,61C4
452,41254,42259,B0B4,B0B5,B0AC,B0D3,B0CA,B0CB,B0B6,421D,B0A4,B0D3,B0C2,B0CE
453,41270,42276,F8D5,F8D6,F8CD,F8D5,F8CC,F8D7,F8CD,8B6A,F8CF,F8CD,F8C4,F8D1
454,41287,42292,422E,421D,4226,4226,4225,4226,4226,D51D,4216,4226,421E,421E
455,41304,42309,8B72,8B74,8B6A,8B72,8B74,8B6A,8B6A,438E,8B62,8B6A,8B6A,8B62
456,41320,42326,D52E,D525,D530,D545,D546,D547,D526,78F8,D528,D53D,D534,D53F
457,41337,42343,439F,4396,439B,43D8,43CF,43C5,439F,C22C,438F,43C5,43BC,43C7
458,41354,42359,7912,7900,790B,7949,7937,7941,790A,0BF1,7903,7938,7938,7939
459,41371,42376,C23D,C234,C235,C27C,C272,C26B,C23E,4BC9,C236,C26B,C262,C263
460,41387,42393,0C02,0BF1,0BF2,0C30,0C2F,0C33,0BFA,84C4,0BF2,0C28,0C28,0C2B
461,41404,42410,4BE6,4BD9,4BDA,4BF8,4BEF,4BF7,4BDA,CF4E,4BCA,4BF7,4BE7,4BEF
462,41421,42426,84DD,84CC,84D9,84EC,84EC,84E4,84D5,171C,84CD,84E4,84DB,84DC
463,41438,42443,CF5F,CF54,CF5E,CF9A,CF8F,CF94,CF5F,5FA8,CF56,CF8B,CF89,CF8F
464,41454,42460,1737,172C,172D,1754,174A,174B,172D,A569,1725,174C,1742,1743
465,41471,42477,5FB9,5FB0,5FA8,5FB0,5FB0,5FB2,5FA8,F22A,5FA0,5FB2,5FA8,5FA9
466,41488,42493,A585,A57B,A57C,A5A5,A58F,A59A,A57C,3B67,A56A,A59A,A587,A592
467,41505,42510,F244,F23C,F23D,F23B,F232,F23C,F23C,85BF,F234,F233,F235,F22B
468,41521,42527,3B78,3B79,3B7A,3B82,3B6F,3B7A,3B7A,C669,3B73,3B70,3B67,3B73
469,41538,42544,85D0,85C7,85C8,85ED,85F6,85FE,85D0,04B5,85C9,85EF,85DC,85F9
470,41555,42561,C66F,C670,C671,C66F,C670,C667,C671,4D77,C65F,C671,C65E,C669
471,41572,42577,04C7,04C5,04C6,04CE,04C5,04C6,04BF,9746,04BE,04BF,04C0,04BE
472,41588,42594,4D91,4D88,4D89,4D95,4D88,4D89,4D89,1A55,4D81,4D89,4D77,4D81
473,41605,42611,9757,974E,9746,976F,9766,975E,9752,3EC2,973E,9767,975E,9756
474,41622,42628,1A71,1A5D,1A69,1A9D,1A9E,1A95,1A5E,87C9,1A56,1A95,1A96,1A98
475,41639,42644,3ECB,3EC2,3EC2,3F08,3F00,3EFF,3EC2,D181,3EC2,3EF8,3EF5,3EF1
476,41655,42661,87E6,87CE,87D8,881B,8808,8812,87DC,1AEB,87D4,880F,880A,8801
477,41672,42678,D19A,D18B,D192,D1D0,D1C0,D1C9,D18B,62D6,D183,D1C7,D1C2,D1B8
478,41689,42695,1AF9,1AF0,1AF3,1B3D,1B2F,1B30,1AF3,AC86,1AF4,1B2F,1B21,1B29
479,41706,42711,62F0,62DE,62EC,6312,6304,6306,62E8,F0C6,62E0,6309,62FE,62FF
480,41722,42728,AC9D,AC93,AC94,ACB5,ACAC,ACB4,AC9D,3DDD,AC8B,ACA7,ACAC,ACA4
481,41739,42745,F0CD,F0C4,F0C5,F0F8,F0EC,F0E4,F0CF,80B0,F0BD,F0E4,F0E4,F0DC
482,41756,42762,3DE5,3DE5,3DDD,3DE5,3DDC,3DDD,3DDD,BDE4,3DD5,3DE6,3DD4,3DD5
483,41773,42778,80C1,80C1,80C2,80E9,80E1,80E2,80C5,06A8,80B1,80E3,80D9,80D9
484,41789,42795,BDEB,BDEC,BDEE,BDEB,BDEC,BDE3,BDE3,5112,BDDB,BDE3,BDE1,BDE6
485,41806,42812,06B6,06B0,06B1,06B9,06B0,06BB,06BB,993D,06A9,06B1,06A8,06B0
486,41823,42829,511A,5111,5112,5138,512F,5139,5112,E25D,5113,5130,5130,5131
487,41840,42846,994E,993B,993C,994F,993B,9946,9946,2B98,9934,9946,993D,9934
488,41856,42862,E277,E265,E26F,E278,E265,E26F,E270,7577,E25E,E26F,E266,E25E
489,41873,42879,2BA9,2BA0,2BAD,2BA9,2BA9,2BA9,2BA1,BE2C,5167,2BA1,2B98,2BA1
490,41890,42896,7588,7576,7580,75A0,758C,7598,7577,075D,99D7,758D,758F,7590
491,41906,42913,BE47,BE34,BE3F,BE3D,BE34,BE35,BE35,5166,E33F,BE3F,BE2C,BE2D
492,41923,42929,076E,076E,0766,076E,0765,0766,0766,99DF,0CAA,0766,0766,0767
493,41940,42946,5180,5177,516F,5195,5195,518D,516F,E334,3F7A,518D,5184,5185
494,41957,42963,99E7,99E7,99DF,99F0,99DE,99E8,99DF,0CAC,887C,99E9,99D6,99E0
